,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
MG860021.1,Acinetobacter sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,,,,,,,,,,,,,
MG860019.1,Pantoea sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,unclassified Pantoea,,,,,,,,,,,,
MG860015.1,Pantoea sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,unclassified Pantoea,,,,,,,,,,,,
MG860014.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MG860013.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MG860011.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MG860010.1,Pantoea sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,unclassified Pantoea,,,,,,,,,,,,
MG860009.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MG860008.1,Pantoea sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,unclassified Pantoea,,,,,,,,,,,,
MG860006.1,Massilia sp.,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,,,,,,,,,,,,,
MG860003.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MG859998.1,Sphingomonas sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,,,,,,,,,,,,
MG859996.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MG859994.1,Pantoea sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,unclassified Pantoea,,,,,,,,,,,,
MG859993.1,Stenotrophomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,,,,,,,,,,,,,
MG835301.1,Herbaspirillum sp.,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,unclassified Herbaspirillum,,,,,,,,,,,,
MG835291.1,Moraxella sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,unclassified Moraxella,,,,,,,,,,,,
MG835289.1,Methylobacterium sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,,,,,,,,,,,,,
MG835288.1,Sphingomonas sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,,,,,,,,,,,,
MG835287.1,Rhizobium sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Rhizobium,,,,,,,,,,,,
MF685291.1,Serratia liquefaciens,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,,,,,,,,,,,,,
MF685287.1,Serratia marcescens,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,,,,,,,,,,,,,
MF685286.1,Serratia marcescens,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,,,,,,,,,,,,,
MF685285.1,Serratia marcescens,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,,,,,,,,,,,,,
MF685284.1,Serratia marcescens,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,,,,,,,,,,,,,
MF685283.1,Serratia liquefaciens,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,,,,,,,,,,,,,
MF685282.1,Serratia liquefaciens,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,,,,,,,,,,,,,
MF685281.1,Serratia liquefaciens,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,,,,,,,,,,,,,
MF685280.1,Serratia liquefaciens,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,,,,,,,,,,,,,
MF685279.1,Klebsiella pneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,,,,,,,,,,,,,
MF685278.1,Cedecea sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cedecea,unclassified Cedecea,,,,,,,,,,,,
MF685277.1,Serratia marcescens,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,,,,,,,,,,,,,
MF685276.1,Serratia marcescens,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,,,,,,,,,,,,,
MF685273.1,Serratia marcescens,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,,,,,,,,,,,,,
MF685272.1,Serratia marcescens,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,,,,,,,,,,,,,
MF685271.1,Enterobacter cloacae complex sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae complex,unclassified Enterobacter cloacae complex,,,,,,,,,,,
MF685270.1,Serratia marcescens,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,,,,,,,,,,,,,
MF685269.1,Cedecea sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cedecea,unclassified Cedecea,,,,,,,,,,,,
MF685268.1,Enterobacter cloacae complex sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae complex,unclassified Enterobacter cloacae complex,,,,,,,,,,,
MF685267.1,Enterobacter cloacae complex sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae complex,unclassified Enterobacter cloacae complex,,,,,,,,,,,
MF685266.1,Enterobacter cloacae complex sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae complex,unclassified Enterobacter cloacae complex,,,,,,,,,,,
MF685265.1,Enterobacter cloacae complex sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae complex,unclassified Enterobacter cloacae complex,,,,,,,,,,,
MF685264.1,Cedecea sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cedecea,unclassified Cedecea,,,,,,,,,,,,
MF685263.1,Burkholderia cepacia,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cepacia complex,,,,,,,,,,,,
MF685260.1,Acinetobacter baumannii,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter calcoaceticus/baumannii complex,,,,,,,,,,,,
MF685259.1,Acinetobacter baumannii,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter calcoaceticus/baumannii complex,,,,,,,,,,,,
MF685258.1,Acinetobacter baumannii,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter calcoaceticus/baumannii complex,,,,,,,,,,,,
MF685257.1,Acinetobacter baumannii,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter calcoaceticus/baumannii complex,,,,,,,,,,,,
MF685256.1,Serratia liquefaciens,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,,,,,,,,,,,,,
MF685255.1,Acinetobacter baumannii,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter calcoaceticus/baumannii complex,,,,,,,,,,,,
MF685254.1,Acinetobacter baumannii,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter calcoaceticus/baumannii complex,,,,,,,,,,,,
MF685253.1,Acinetobacter baumannii,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter calcoaceticus/baumannii complex,,,,,,,,,,,,
MF685252.1,Enterobacter cloacae complex sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae complex,unclassified Enterobacter cloacae complex,,,,,,,,,,,
MF685251.1,Burkholderia cepacia,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cepacia complex,,,,,,,,,,,,
MF685250.1,Enterobacter cloacae complex sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae complex,unclassified Enterobacter cloacae complex,,,,,,,,,,,
MF685249.1,Enterobacter cloacae complex sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae complex,unclassified Enterobacter cloacae complex,,,,,,,,,,,
LC094669.1,Polynucleobacter asymbioticus,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,,,,,,,,,,,,,
AB626848.1,Polynucleobacter asymbioticus,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,,,,,,,,,,,,,
AB626847.1,Polynucleobacter asymbioticus,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,,,,,,,,,,,,,
AB626846.1,Polynucleobacter asymbioticus,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,,,,,,,,,,,,,
AB626845.1,Polynucleobacter cosmopolitanus,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,,,,,,,,,,,,,
AB626843.1,Polynucleobacter asymbioticus,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,,,,,,,,,,,,,
AB626841.1,Polynucleobacter asymbioticus,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,,,,,,,,,,,,,
AB626840.1,Polynucleobacter asymbioticus,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,,,,,,,,,,,,,
AB626839.1,Polynucleobacter asymbioticus,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,,,,,,,,,,,,,
AB626838.1,Polynucleobacter cosmopolitanus,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,,,,,,,,,,,,,
AB626837.1,Polynucleobacter asymbioticus,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,,,,,,,,,,,,,
AB626836.1,Polynucleobacter asymbioticus,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,,,,,,,,,,,,,
AB626835.1,Polynucleobacter asymbioticus,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,,,,,,,,,,,,,
AB626834.1,Polynucleobacter asymbioticus,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,,,,,,,,,,,,,
AB626833.1,Brevundimonas sp. TE4,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,unclassified Brevundimonas,,,,,,,,,,,,
AB626832.1,beta proteobacterium TE3,Bacteria,Proteobacteria,Betaproteobacteria,,,,,,,,,,,,,,,,
AB626831.1,Brevundimonas sp. TE2,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,unclassified Brevundimonas,,,,,,,,,,,,
AB626830.1,beta proteobacterium TE1,Bacteria,Proteobacteria,Betaproteobacteria,,,,,,,,,,,,,,,,
AB626829.1,Polynucleobacter cosmopolitanus,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,,,,,,,,,,,,,
AB626827.1,Polynucleobacter cosmopolitanus,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,,,,,,,,,,,,,
AB626825.1,beta proteobacterium IN15,Bacteria,Proteobacteria,Betaproteobacteria,,,,,,,,,,,,,,,,
AB626824.1,Polynucleobacter cosmopolitanus,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,,,,,,,,,,,,,
AB626823.1,beta proteobacterium IN13,Bacteria,Proteobacteria,Betaproteobacteria,,,,,,,,,,,,,,,,
AB626822.1,beta proteobacterium IN12,Bacteria,Proteobacteria,Betaproteobacteria,,,,,,,,,,,,,,,,
AB626821.1,beta proteobacterium IN11,Bacteria,Proteobacteria,Betaproteobacteria,,,,,,,,,,,,,,,,
AB626820.1,Polynucleobacter cosmopolitanus,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,,,,,,,,,,,,,
AB626819.1,Polynucleobacter cosmopolitanus,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,,,,,,,,,,,,,
AB626817.1,Polynucleobacter cosmopolitanus,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,,,,,,,,,,,,,
AB626816.1,Polynucleobacter cosmopolitanus,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,,,,,,,,,,,,,
AB626815.1,beta proteobacterium IN5,Bacteria,Proteobacteria,Betaproteobacteria,,,,,,,,,,,,,,,,
AB626814.1,Polynucleobacter cosmopolitanus,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,,,,,,,,,,,,,
AB626813.1,beta proteobacterium IN3,Bacteria,Proteobacteria,Betaproteobacteria,,,,,,,,,,,,,,,,
AB626812.1,Limnohabitans planktonicus,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans,,,,,,,,,,,,,
AB626811.1,Limnohabitans planktonicus,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans,,,,,,,,,,,,,
AB607299.1,Polynucleobacter sp.,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,unclassified Polynucleobacter,,,,,,,,,,,,
AB599868.1,Polynucleobacter acidiphobus,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,,,,,,,,,,,,,
AB599841.1,Polynucleobacter sp. SHI2,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,unclassified Polynucleobacter,,,,,,,,,,,,
AB599780.1,beta proteobacterium INA5,Bacteria,Proteobacteria,Betaproteobacteria,,,,,,,,,,,,,,,,
AB470442.1,beta proteobacterium TEGAF007,Bacteria,Proteobacteria,Betaproteobacteria,,,,,,,,,,,,,,,,
AB426586.1,beta proteobacterium TEGF008,Bacteria,Proteobacteria,Betaproteobacteria,,,,,,,,,,,,,,,,
AB426585.1,beta proteobacterium TEGF007,Bacteria,Proteobacteria,Betaproteobacteria,,,,,,,,,,,,,,,,
AB426584.1,beta proteobacterium TEGF005,Bacteria,Proteobacteria,Betaproteobacteria,,,,,,,,,,,,,,,,
AB426583.1,beta proteobacterium TEGF004,Bacteria,Proteobacteria,Betaproteobacteria,,,,,,,,,,,,,,,,
AB426582.1,beta proteobacterium TEGF003,Bacteria,Proteobacteria,Betaproteobacteria,,,,,,,,,,,,,,,,
AB426581.1,beta proteobacterium TEGF002,Bacteria,Proteobacteria,Betaproteobacteria,,,,,,,,,,,,,,,,
AB426580.1,Polynucleobacter asymbioticus,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,,,,,,,,,,,,,
AB426579.1,beta proteobacterium INBF008,Bacteria,Proteobacteria,Betaproteobacteria,,,,,,,,,,,,,,,,
AB426578.1,beta proteobacterium INBF007,Bacteria,Proteobacteria,Betaproteobacteria,,,,,,,,,,,,,,,,
AB426576.1,beta proteobacterium INBF005,Bacteria,Proteobacteria,Betaproteobacteria,,,,,,,,,,,,,,,,
AB426575.1,beta proteobacterium INBF004,Bacteria,Proteobacteria,Betaproteobacteria,,,,,,,,,,,,,,,,
AB426574.1,beta proteobacterium INBF003,Bacteria,Proteobacteria,Betaproteobacteria,,,,,,,,,,,,,,,,
AB426573.1,beta proteobacterium INBF002,Bacteria,Proteobacteria,Betaproteobacteria,,,,,,,,,,,,,,,,
AB426572.1,Polynucleobacter asymbioticus,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,,,,,,,,,,,,,
AB376659.1,beta proteobacterium KF070,Bacteria,Proteobacteria,Betaproteobacteria,,,,,,,,,,,,,,,,
AB376637.1,Burkholderiaceae bacterium KF045,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,,,,,,,,,,,,,
MW386704.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,,,,,,,,,,,,,
MT937189.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,,,,,,,,,,,,,
NZ_OVTA01000093.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,,,,,,,,,,,,,
MT013372.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,,,,,,,,,,,,,
MK519184.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,,,,,,,,,,,,,
MK969151.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,,,,,,,,,,,,,
MK641656.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,,,,,,,,,,,,,
MK641659.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,,,,,,,,,,,,,
NR_116144.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,,,,,,,,,,,,,
MK493705.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,,,,,,,,,,,,,
MF083072.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,,,,,,,,,,,,,
MF083068.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,,,,,,,,,,,,,
MF083060.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,,,,,,,,,,,,,
MF079356.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,,,,,,,,,,,,,
MF079333.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,,,,,,,,,,,,,
MG282303.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,,,,,,,,,,,,,
MG282300.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,,,,,,,,,,,,,
MF680648.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,,,,,,,,,,,,,
KY969638.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,,,,,,,,,,,,,
KY880911.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,,,,,,,,,,,,,
KY859829.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,,,,,,,,,,,,,
KX016795.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,,,,,,,,,,,,,
KP223303.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,,,,,,,,,,,,,
KP993468.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,,,,,,,,,,,,,
KP792294.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,,,,,,,,,,,,,
KF646764.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,,,,,,,,,,,,,
LC036618.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,,,,,,,,,,,,,
KF444369.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,,,,,,,,,,,,,
JQ951794.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,,,,,,,,,,,,,
JQ951791.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,,,,,,,,,,,,,
JX962693.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,,,,,,,,,,,,,
JN688161.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,,,,,,,,,,,,,
EU024160.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,,,,,,,,,,,,,
JF682037.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,,,,,,,,,,,,,
JF827025.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,,,,,,,,,,,,,
AY860251.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,,,,,,,,,,,,,
EU915716.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,,,,,,,,,,,,,
EU915714.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,,,,,,,,,,,,,
EU915711.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,,,,,,,,,,,,,
AF300325.2,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,,,,,,,,,,,,,
GU169012.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,,,,,,,,,,,,,
GU169010.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,,,,,,,,,,,,,
GU169005.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,,,,,,,,,,,,,
GU168980.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,,,,,,,,,,,,,
EF114432.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,,,,,,,,,,,,,
EF114431.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,,,,,,,,,,,,,
EF114430.1,Cupriavidus taiwanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,,,,,,,,,,,,,
